xi,eta,X,Y,uX,uY,epsilon_X,epsilon_Y,gamma_XY,sigma_XX,sigma_YY,sigma_XY,fx,fy,dxidx,dxidy,detadx,detady,
0.41702,0.7655,1.2511,0.39825,3.781,12.423,-1.3286,0.44287,-1.4354,-1.7715,3.0043e-13,-0.71769,0,0,0.33333,7.8949e-16,0,0.66667
0.72032,0.30817,2.161,-0.28774,-1.5182,3.8215,1.6581,-0.55271,-1.7062,2.2108,-6.5721e-11,-0.85308,0,0,0.33333,-0,-0,0.66667
0.00011437,0.73538,0.00034312,0.35307,4.0765,28.245,-0.00032304,0.0001077,-1.5567,-0.00043072,2.2356e-08,-0.77834,0,0,0.33333,-0,-0,0.66667
0.30233,0.8122,0.907,0.4683,4.9392,16.501,-1.1327,0.37755,-1.2212,-1.5102,-3.0778e-11,-0.61058,0,0,0.33333,-5.6745e-16,0,0.66667
0.14676,0.23669,0.44027,-0.39496,-4.4709,22.412,0.4637,-0.15457,-1.4446,0.61827,2.5702e-10,-0.72231,0,0,0.33333,1.9737e-16,0,0.66667
0.092339,0.062824,0.27702,-0.65576,-7.712,24.596,0.48442,-0.16147,-0.47233,0.64589,8.4172e-08,-0.23617,0,0,0.33333,3.9475e-16,0,0.66667
0.18626,0.62204,0.55878,0.18307,2.0202,20.839,-0.27278,0.090928,-1.8817,-0.36371,4.1795e-11,-0.94084,0,0,0.33333,-0,-0,0.66667
0.34556,0.94394,1.0367,0.66591,6.9544,15.041,-1.8409,0.61363,-0.42356,-2.4545,1.0991e-13,-0.21178,0,0,0.33333,-0,-0,0.66667
0.39677,0.34766,1.1903,-0.22851,-2.1895,13.057,0.72532,-0.24177,-1.8145,0.96709,2.7838e-12,-0.90726,0,0,0.33333,-0,-0,0.66667
0.53882,0.43363,1.6165,-0.099561,-0.79081,8.4469,0.42916,-0.14305,-1.9649,0.57221,-4.7296e-14,-0.98245,0,0,0.33333,1.9737e-16,0,0.66667
0.41919,0.27723,1.2576,-0.33416,-3.149,12.324,1.1206,-0.37354,-1.6034,1.4942,2.5879e-13,-0.80171,0,0,0.33333,-3.9475e-16,0,0.66667
0.68522,0.69207,2.0557,0.28811,1.6908,4.6065,-1.5794,0.52645,-1.7053,-2.1058,3.1859e-11,-0.85264,0,0,0.33333,-0,-0,0.66667
0.20445,0.18359,0.61336,-0.47461,-5.2912,20.185,0.77628,-0.25876,-1.1998,1.035,3.4397e-10,-0.59988,0,0,0.33333,-0,-0,0.66667
0.87812,0.73211,2.6344,0.34817,0.79706,1.173,-2.4459,0.81529,-1.5685,-3.2612,1.759e-10,-0.78424,0,0,0.33333,-0,-0,0.66667
0.027388,0.7503,0.082163,0.37544,4.3378,27.153,-0.08226,0.02742,-1.4998,-0.10968,-1.9813e-09,-0.74992,0,0,0.33333,-0,-0,0.66667
